serial,name,value,notes
16-7232,CC_a0,1.25420458e-003,
16-7232,CC_a1,2.74569959e-004,
16-7232,CC_a2,-1.04175054e-006,
16-7232,CC_a3,1.78124112e-007,
16-7232,CC_cpcor,-9.57000000e-008,
16-7232,CC_ctcor,3.2500e-006,
16-7232,CC_g,-9.71860442e-001,
16-7232,CC_h,1.34370233e-001,
16-7232,CC_i,-3.17374082e-004,
16-7232,CC_j,4.05632285e-005,
16-7232,CC_pa0,4.84179266e-002,
16-7232,CC_pa1,1.55003277e-003,
16-7232,CC_pa2,8.27291706e-012,
16-7232,CC_ptca0,5.24794578e+005,
16-7232,CC_ptca1,4.33384705e+000,
16-7232,CC_ptca2,-1.33914958e-001,
16-7232,CC_ptcb0,2.50175000e+001,
16-7232,CC_ptcb1,-3.00000000e-004,
16-7232,CC_ptcb2,0.00000000e+000,
16-7232,CC_ptempa0,-5.28903057e+001,
16-7232,CC_ptempa1,5.58853017e+001,
16-7232,CC_ptempa2,-3.51574273e-001,
16-7232,CC_offset,0,
