serial,name,value,notes
26P64515-1329,CC_b,2796.2,cal coeffs from QCT 3305-00105-00043-A.zip > 3305-00105-00043-23032017.txt
26P64515-1329,CC_c1,2.123771e+03,
26P64515-1329,CC_c2,3.741653e+01,
26P64515-1329,CC_c3,-4.014654e+03,
26P64515-1329,CC_d1,2.529400e-02,
26P64515-1329,CC_d2,0.00E+00,
26P64515-1329,CC_m,41943,
26P64515-1329,CC_offset_correction_factor,0,Constant
26P64515-1329,CC_pressure_offset_calibration_coefficient,-2.44E-01,
26P64515-1329,CC_slope_correction_factor,1,Constant
26P64515-1329,CC_t1,2.777282e+011,
26P64515-1329,CC_t2,3.911380e-01,
26P64515-1329,CC_t3,1.752851e+01,
26P64515-1329,CC_t4,3.109619e+01,
26P64515-1329,CC_u0,5.827424e+00,
26P64515-1329,CC_y1,-3.845795e+03,
26P64515-1329,CC_y2,-1.082941e+04,
26P64515-1329,CC_y3,0.00E+00,
