serial,name,value,notes
1293,CC_angular_resolution,1.076,"NO CHANGE, Don't know where these come from"
1293,CC_dark_counts_cdom,43,counts
1293,CC_dark_counts_chlorophyll_a,51,counts
1293,CC_dark_counts_volume_scatter,52,counts
1293,CC_depolarization_ratio,0.039,"NO CHANGE, Don't know where these come from"
1293,CC_measurement_wavelength,700,"NO CHANGE, Don't know where these come from"
1293,CC_scale_factor_cdom,0.0906,ppb/count
1293,CC_scale_factor_chlorophyll_a,0.0121,ug/l/count
1293,CC_scale_factor_volume_scatter,1.814e-06,(m^-1*sr^-1)/counts
1293,CC_scattering_angle,124,Updated per info provided by Wetlabs on 8/24/15
